date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:04:31	1724/1724	---M-Z	200	added ('OK')	text/css	etag:%226bc-6661c5dd-1b05d7bd;gz%22	https://cse.noticebard.com/wp-content/plugins/lawcto-custom-login/css/cse-login.css?v=1.1&ver=f39e549ce74adc1e044f23884b6f2cfa	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/wp-content/plugins/lawcto-custom-login/css/cse-loginfe90.css	(from https://cse.noticebard.com/)
23:04:32	10035/10035	---M-Z	200	added ('OK')	text/css	etag:%222733-6707efdf-1b05d885;gz%22	https://cse.noticebard.com/wp-content/plugins/lawcto-custom-login/css/lawcto-custom-login.css?v=dsaadass&ver=f39e549ce74adc1e044f23884b6f2cfa	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/wp-content/plugins/lawcto-custom-login/css/lawcto-custom-login7ee3.css	(from https://cse.noticebard.com/)
23:04:32	2409/2409	---M-Z	200	added ('OK')	text/css	etag:%22969-658fabf4-1b05d883;gz%22	https://cse.noticebard.com/wp-content/plugins/lawcto-custom-login/css/lawcto-custom-login-profile.css?ver=f39e549ce74adc1e044f23884b6f2cfa	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/wp-content/plugins/lawcto-custom-login/css/lawcto-custom-login-profile9ad7.css	(from https://cse.noticebard.com/)
23:04:32	1702/1702	---M-Z	200	added ('OK')	text/css	etag:%226a6-6586f272-1b05d884;gz%22	https://cse.noticebard.com/wp-content/plugins/lawcto-custom-login/css/lawcto-custom-login-scroll-popup.css?v=1.6&ver=f39e549ce74adc1e044f23884b6f2cfa	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/wp-content/plugins/lawcto-custom-login/css/lawcto-custom-login-scroll-popup785f.css	(from https://cse.noticebard.com/)
23:04:32	0/0	---M--	301	error ('Moved%20Permanently')	application/rss+xml	etag:%2233a23b4293e89e11527673dea969cc7a%22	https://cse.noticebard.com/feed/	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/feed/index.html	(from https://cse.noticebard.com/)
23:04:32	2279/2279	---M-Z	200	added ('OK')	text/css	etag:%228e7-67d279ec-18804026;gz%22	https://cse.noticebard.com/wp-content/plugins/woocommerce/assets/css/brands.css?ver=9.7.1	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/wp-content/plugins/woocommerce/assets/css/brands04d4.css	(from https://cse.noticebard.com/)
23:04:33	5501/5501	---M-Z	200	added ('OK')	text/css	etag:%22157d-679f5d94-2382b0c1;gz%22	https://cse.noticebard.com/wp-content/themes/hello-elementor/style.min.css?ver=3.3.0	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/wp-content/themes/hello-elementor/style.min9b70.css	(from https://cse.noticebard.com/)
23:04:33	5069/5069	---M-Z	200	added ('OK')	text/css	etag:%2213cd-679f5d94-2382b0c5;gz%22	https://cse.noticebard.com/wp-content/themes/hello-elementor/theme.min.css?ver=3.3.0	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/wp-content/themes/hello-elementor/theme.min9b70.css	(from https://cse.noticebard.com/)
23:04:33	0/0	---M--	301	error ('Moved%20Permanently')	application/rss+xml	etag:%2233a23b4293e89e11527673dea969cc7a%22	https://cse.noticebard.com/comments/feed/	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/comments/feed/index.html	(from https://cse.noticebard.com/)
23:04:33	7212/7212	---M-Z	200	added ('OK')	text/css	etag:%221c2c-679f5d94-2381b0b9;gz%22	https://cse.noticebard.com/wp-content/themes/hello-elementor/header-footer.min.css?ver=3.3.0	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/wp-content/themes/hello-elementor/header-footer.min9b70.css	(from https://cse.noticebard.com/)
23:04:33	53457/53457	---M-Z	200	added ('OK')	text/css	etag:%22d0d1-67e1ab2c-22c03f42;gz%22	https://cse.noticebard.com/wp-content/uploads/sites/23/elementor/css/custom-frontend.min.css?ver=1742842668	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/wp-content/uploads/sites/23/elementor/css/custom-frontend.minbb6f.css	(from https://cse.noticebard.com/)
23:04:34	3334/3334	---M-Z	200	added ('OK')	text/css	etag:%22d06-67e1ab2d-22c03f77;gz%22	https://cse.noticebard.com/wp-content/uploads/sites/23/elementor/css/post-3.css?ver=1742842669	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/wp-content/uploads/sites/23/elementor/css/post-3c28a.css	(from https://cse.noticebard.com/)
23:04:34	19571/19571	---M-Z	200	added ('OK')	text/css	etag:%224c73-67da7f8b-b80c04d;gz%22	https://cse.noticebard.com/wp-content/plugins/jet-popup/assets/css/jet-popup-frontend.css?ver=2.0.12	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/wp-content/plugins/jet-popup/assets/css/jet-popup-frontend7b2b.css	(from https://cse.noticebard.com/)
23:04:34	254/254	---MCZ	200	added ('OK')	text/css	etag:%22fe-67b6c281-1407ec4d;gz%22	https://cse.noticebard.com/wp-content/plugins/elementor/assets/css/widget-image.min.css?ver=3.27.6	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/wp-content/plugins/elementor/assets/css/widget-image.min3dd9.css	(from https://cse.noticebard.com/)
23:04:34	26855/26855	---M-Z	200	added ('OK')	text/css	etag:%2268e7-67e1ab2c-22c03f63;gz%22	https://cse.noticebard.com/wp-content/uploads/sites/23/elementor/css/custom-pro-widget-nav-menu.min.css?ver=1742842668	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/wp-content/uploads/sites/23/elementor/css/custom-pro-widget-nav-menu.minbb6f.css	(from https://cse.noticebard.com/)
23:04:35	4827/4827	---M-Z	200	added ('OK')	text/css	etag:%2212db-67e1ab1e-26c3d838;gz%22	https://cse.noticebard.com/wp-content/plugins/elementor-pro/assets/css/widget-search-form.min.css?ver=3.28.1	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/wp-content/plugins/elementor-pro/assets/css/widget-search-form.min1b64.css	(from https://cse.noticebard.com/)
23:04:35	162/162	---M--	200	added ('OK')	text/css	etag:%22a2-67e1ab1e-274684e3;;;%22	https://cse.noticebard.com/wp-content/plugins/elementor-pro/assets/css/modules/sticky.min.css?ver=3.28.1	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/wp-content/plugins/elementor-pro/assets/css/modules/sticky.min1b64.css	(from https://cse.noticebard.com/)
23:04:35	639/639	---M-Z	200	added ('OK')	text/css	etag:%2227f-67e1ab1e-27465034;gz%22	https://cse.noticebard.com/wp-content/plugins/elementor-pro/assets/css/modules/motion-fx.min.css?ver=3.28.1	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/wp-content/plugins/elementor-pro/assets/css/modules/motion-fx.min1b64.css	(from https://cse.noticebard.com/)
23:04:35	600/600	---M-Z	200	added ('OK')	text/css	etag:%22258-67b6c281-1407ec41;gz%22	https://cse.noticebard.com/wp-content/plugins/elementor/assets/css/widget-heading.min.css?ver=3.27.6	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/wp-content/plugins/elementor/assets/css/widget-heading.min3dd9.css	(from https://cse.noticebard.com/)
23:04:36	10066/10066	---M-Z	200	added ('OK')	text/css	etag:%222752-67e1ab2c-22c03f4b;gz%22	https://cse.noticebard.com/wp-content/uploads/sites/23/elementor/css/custom-widget-icon-box.min.css?ver=1742842668	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/wp-content/uploads/sites/23/elementor/css/custom-widget-icon-box.minbb6f.css	(from https://cse.noticebard.com/)
23:04:36	16471/16471	---M-Z	200	added ('OK')	text/css	etag:%224057-67b6c281-56556;gz%22	https://cse.noticebard.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://cse.noticebard.com/)
23:04:36	5486/5486	---M-Z	200	added ('OK')	text/css	etag:%22156e-67b6c281-1442884b;gz%22	https://cse.noticebard.com/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min.css?ver=3.27.6	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min3dd9.css	(from https://cse.noticebard.com/)
23:04:37	9723/9723	---M-Z	200	added ('OK')	text/css	etag:%2225fb-67e1ab1e-26c3e9b8;gz%22	https://cse.noticebard.com/wp-content/plugins/elementor-pro/assets/css/widget-nested-carousel.min.css?ver=3.28.1	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/wp-content/plugins/elementor-pro/assets/css/widget-nested-carousel.min1b64.css	(from https://cse.noticebard.com/)
23:04:37	198/198	---M--	200	added ('OK')	text/css	etag:%22c6-67b6c281-1fc08cfd;;;%22	https://cse.noticebard.com/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow.min.css?ver=3.27.6	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow.min3dd9.css	(from https://cse.noticebard.com/)
23:04:37	10305/10305	---M-Z	200	added ('OK')	text/css	etag:%222841-67e1ab2c-22c03f4c;gz%22	https://cse.noticebard.com/wp-content/uploads/sites/23/elementor/css/custom-widget-icon-list.min.css?ver=1742842668	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/wp-content/uploads/sites/23/elementor/css/custom-widget-icon-list.minbb6f.css	(from https://cse.noticebard.com/)
23:04:37	4298/4298	---M-Z	200	added ('OK')	text/css	etag:%2210ca-67b6c281-1407ec33;gz%22	https://cse.noticebard.com/wp-content/plugins/elementor/assets/css/widget-divider.min.css?ver=3.27.6	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/wp-content/plugins/elementor/assets/css/widget-divider.min3dd9.css	(from https://cse.noticebard.com/)
23:04:37	6798/6798	---M-Z	200	added ('OK')	text/css	etag:%221a8e-67e1ab1e-26c4055a;gz%22	https://cse.noticebard.com/wp-content/plugins/elementor-pro/assets/css/widget-form.min.css?ver=3.28.1	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/wp-content/plugins/elementor-pro/assets/css/widget-form.min1b64.css	(from https://cse.noticebard.com/)
23:04:38	704/704	---M-Z	200	added ('OK')	text/css	etag:%222c0-67b6c281-140806d6;gz%22	https://cse.noticebard.com/wp-content/plugins/elementor/assets/css/widget-text-editor.min.css?ver=3.27.6	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/wp-content/plugins/elementor/assets/css/widget-text-editor.min3dd9.css	(from https://cse.noticebard.com/)
23:04:38	382/382	---M-Z	200	added ('OK')	text/css	etag:%2217e-67b6c281-1407ec49;gz%22	https://cse.noticebard.com/wp-content/plugins/elementor/assets/css/widget-image-carousel.min.css?ver=3.27.6	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/wp-content/plugins/elementor/assets/css/widget-image-carousel.min3dd9.css	(from https://cse.noticebard.com/)
23:04:38	5759/5759	---M-Z	200	added ('OK')	text/css	etag:%22167f-67e1b1d5-22c04410;gz%22	https://cse.noticebard.com/wp-content/uploads/sites/23/elementor/css/post-2329.css?ver=1742844373	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/wp-content/uploads/sites/23/elementor/css/post-23291679.css	(from https://cse.noticebard.com/)
23:04:39	9979/9979	---M-Z	200	added ('OK')	text/css	etag:%2226fb-67e1abb9-22c0440c;gz%22	https://cse.noticebard.com/wp-content/uploads/sites/23/elementor/css/post-128.css?ver=1742842809	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/wp-content/uploads/sites/23/elementor/css/post-1284511.css	(from https://cse.noticebard.com/)
23:04:39	51687/51687	---M-Z	200	added ('OK')	text/css	etag:%22c9e7-67e1b1d6-22c04411;gz%22	https://cse.noticebard.com/wp-content/uploads/sites/23/elementor/css/post-36504.css?ver=1742844374	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/wp-content/uploads/sites/23/elementor/css/post-36504a690.css	(from https://cse.noticebard.com/)
23:04:40	31641/31641	---M-Z	200	added ('OK')	text/css	etag:%227b99-67e1ab2d-22c03f7b;gz%22	https://cse.noticebard.com/wp-content/uploads/sites/23/elementor/css/post-14630.css?ver=1742842669	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/wp-content/uploads/sites/23/elementor/css/post-14630c28a.css	(from https://cse.noticebard.com/)
23:04:40	139066/139066	---M-Z	200	added ('OK')	text/css	etag:%2221f3a-67abfb23-64007d4;gz%22	https://cse.noticebard.com/wp-content/cache/perfmatters/cse.noticebard.com/fonts/e68084c90333.google-fonts.min.css	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/wp-content/cache/perfmatters/cse.noticebard.com/fonts/e68084c90333.google-fonts.min.css	(from https://cse.noticebard.com/)
23:04:40	30876/30876	---M-Z	200	added ('OK')	application/x-javascript	etag:%22789c-67d279ad-2480286a;gz%22	https://cse.noticebard.com/wp-content/plugins/google-analytics-for-wordpress/assets/js/frontend-gtag.js?ver=9.3.1	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/wp-content/plugins/google-analytics-for-wordpress/assets/js/frontend-gtagf297.js	(from https://cse.noticebard.com/)
23:04:41	87553/87553	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215601-655f2077-ac104a2;gz%22	https://cse.noticebard.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://cse.noticebard.com/)
23:04:41	13577/13577	---M-Z	200	added ('OK')	application/x-javascript	etag:%223509-64d36f79-ac104a0;gz%22	https://cse.noticebard.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://cse.noticebard.com/)
23:04:41	36/36	---M--	200	added ('OK')	application/x-javascript	etag:%2224-62896fa2-1bc01120;;;%22	https://cse.noticebard.com/wp-content/themes/hello-child-theme/assets/js/custom.js?ver=f39e549ce74adc1e044f23884b6f2cfa	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/wp-content/themes/hello-child-theme/assets/js/custom9ad7.js	(from https://cse.noticebard.com/)
23:04:42	140131/140131	---MCZ	200	added ('OK')	application/json	date:Tue,%2025%20Mar%202025%2017:34:39%20GMT	https://cse.noticebard.com/wp-json/wp/v2/pages/2329	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/wp-json/wp/v2/pages/2329.json	(from https://cse.noticebard.com/)
23:04:43	1240/1240	---MCZ	403	error ('Forbidden')	text/html	date:Tue,%2025%20Mar%202025%2017:34:39%20GMT	https://cse.noticebard.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/xmlrpc.2e0db0.delayed	(from https://cse.noticebard.com/)
23:04:43	1986/1986	---M-Z	200	added ('OK')	application/json	date:Tue,%2025%20Mar%202025%2017:34:40%20GMT	https://cse.noticebard.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcse.noticebard.com%2F	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/wp-json/oembed/1.0/embedfb44.json	(from https://cse.noticebard.com/)
23:04:44	1683281/1683281	---MCZ	200	added ('OK')	application/json	date:Tue,%2025%20Mar%202025%2017:34:39%20GMT	https://cse.noticebard.com/wp-json/	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/wp-json/index.html	(from https://cse.noticebard.com/)
23:04:44	2134/2134	---M-Z	200	added ('OK')	text/xml	date:Tue,%2025%20Mar%202025%2017:34:41%20GMT	https://cse.noticebard.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcse.noticebard.com%2F&format=xml	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/wp-json/oembed/1.0/embed1bc1	(from https://cse.noticebard.com/)
23:04:44	2939/2939	---M-Z	200	added ('OK')	application/x-javascript	etag:%22b7b-67d279ec-20800ba4;gz%22	https://cse.noticebard.com/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.min.js	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.min.js	(from https://cse.noticebard.com/)
23:04:45	1941/1941	---M--	200	added ('OK')	image/png	etag:%22795-6583f516-da73b1;;;%22	https://cse.noticebard.com/wp-content/uploads/sites/23/2023/12/Layer-2-4.png	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/wp-content/uploads/sites/23/2023/12/Layer-2-4.png	(from https://cse.noticebard.com/)
23:04:45	534/534	---M-Z	200	added ('OK')	image/svg+xml	etag:%22216-671f8cd7-27c001d0;gz%22	https://cse.noticebard.com/wp-content/plugins/perfmatters/img/youtube.svg	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/wp-content/plugins/perfmatters/img/youtube.svg	(from https://cse.noticebard.com/)
23:04:45	35113/35113	---M-Z	200	added ('OK')	image/svg+xml	etag:%228929-67ae1987-ccf250;gz%22	https://cse.noticebard.com/wp-content/uploads/sites/23/2024/06/CSE-NB-2.0-logo-tag.svg	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/wp-content/uploads/sites/23/2024/06/CSE-NB-2.0-logo-tag.svg	(from https://cse.noticebard.com/)
23:04:46	146060/146060	---M--	200	added ('OK')	font/woff2	etag:%2223a8c-67d279ec-19c20451;;;%22	https://cse.noticebard.com/wp-content/plugins/woocommerce/assets/fonts/cardo_normal_400.woff2	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/wp-content/plugins/woocommerce/assets/fonts/cardo_normal_400.woff2	(from https://cse.noticebard.com/)
23:04:47	370717/370717	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Mar%202025%2017:34:43%20GMT	https://cse.noticebard.com/category/internships/	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/category/internships/index.html	(from https://cse.noticebard.com/)
23:04:48	22370/22370	---M--	200	added ('OK')	image/webp	etag:%225762-6678fd92-ce1007;;;%22	https://cse.noticebard.com/wp-content/uploads/sites/23/2024/06/CPT-ezgif.com-png-to-webp-converter.webp	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/wp-content/uploads/sites/23/2024/06/CPT-ezgif.com-png-to-webp-converter.webp	(from https://cse.noticebard.com/)
23:04:49	371233/371233	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Mar%202025%2017:34:44%20GMT	https://cse.noticebard.com/category/jobs/	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/category/jobs/index.html	(from https://cse.noticebard.com/)
23:04:49	520325/520325	---M--	200	added ('OK')	image/png	etag:%227f085-67ab1d81-1f803491;;;%22	https://cse.noticebard.com/wp-content/uploads/sites/23/2024/06/Slider-4-1-1024x482.png	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/wp-content/uploads/sites/23/2024/06/Slider-4-1-1024x482.png	(from https://cse.noticebard.com/)
23:04:49	24880/24880	---M--	200	added ('OK')	image/webp	etag:%226130-6678fd82-ce1005;;;%22	https://cse.noticebard.com/wp-content/uploads/sites/23/2024/06/CTS1-ezgif.com-png-to-webp-converter.webp	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/wp-content/uploads/sites/23/2024/06/CTS1-ezgif.com-png-to-webp-converter.webp	(from https://cse.noticebard.com/)
23:04:51	372312/372312	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Mar%202025%2017:34:46%20GMT	https://cse.noticebard.com/category/fellowships/	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/category/fellowships/index.html	(from https://cse.noticebard.com/)
23:04:51	26034/26034	---M--	200	added ('OK')	image/webp	etag:%2265b2-67d33ba8-2401198e;;;%22	https://cse.noticebard.com/wp-content/uploads/sites/23/2025/03/access-livelihoods-top-banner-rre-2025-03.webp	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/wp-content/uploads/sites/23/2025/03/access-livelihoods-top-banner-rre-2025-03.webp	(from https://cse.noticebard.com/)
23:04:51	351934/351934	---M--	200	added ('OK')	image/png	etag:%2255ebe-66a347ac-1f8088b5;;;%22	https://cse.noticebard.com/wp-content/uploads/sites/23/2024/06/00sb-ugc-1-1024x517.png	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/wp-content/uploads/sites/23/2024/06/00sb-ugc-1-1024x517.png	(from https://cse.noticebard.com/)
23:04:52	370925/370925	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Mar%202025%2017:34:48%20GMT	https://cse.noticebard.com/category/hackathon/	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/category/hackathon/index.html	(from https://cse.noticebard.com/)
23:04:52	326628/326628	---M--	200	added ('OK')	font/woff2	etag:%224fbe4-67d279ec-19c20229;;;%22	https://cse.noticebard.com/wp-content/plugins/woocommerce/assets/fonts/Inter-VariableFont_slnt,wght.woff2	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/wp-content/plugins/woocommerce/assets/fonts/Inter-VariableFont_slnt,wght.woff2	(from https://cse.noticebard.com/)
23:04:54	372952/372952	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Mar%202025%2017:34:48%20GMT	https://cse.noticebard.com/category/admissions/	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/category/admissions/index.html	(from https://cse.noticebard.com/)
23:04:54	24972/24972	---M--	200	added ('OK')	image/webp	etag:%22618c-67d33ba7-24001003;;;%22	https://cse.noticebard.com/wp-content/uploads/sites/23/2025/03/access-livelihoods-top-banner-sep-2025-03.webp	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/wp-content/uploads/sites/23/2025/03/access-livelihoods-top-banner-sep-2025-03.webp	(from https://cse.noticebard.com/)
23:04:56	374076/374076	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Mar%202025%2017:34:51%20GMT	https://cse.noticebard.com/category/courses/	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/category/courses/index.html	(from https://cse.noticebard.com/)
23:04:57	371591/371591	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Mar%202025%2017:34:51%20GMT	https://cse.noticebard.com/category/apprenticeships/	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/category/apprenticeships/index.html	(from https://cse.noticebard.com/)
23:04:59	373841/373841	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Mar%202025%2017:34:51%20GMT	https://cse.noticebard.com/category/conferences-and-seminars/	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/category/conferences-and-seminars/index.html	(from https://cse.noticebard.com/)
23:05:00	371280/371280	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Mar%202025%2017:34:51%20GMT	https://cse.noticebard.com/category/general/	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/category/general/index.html	(from https://cse.noticebard.com/)
23:05:00	15464/15464	---M--	200	added ('OK')	image/jpeg	etag:%223c68-67e279d7-cc178e;;;%22	https://cse.noticebard.com/wp-content/uploads/sites/23/2025/03/SLINGSHOT-2025-Deep-tech-startup-pitching-competition.jpg	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/wp-content/uploads/sites/23/2025/03/SLINGSHOT-2025-Deep-tech-startup-pitching-competition.jpg	(from https://cse.noticebard.com/)
23:05:02	371297/371297	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Mar%202025%2017:34:54%20GMT	https://cse.noticebard.com/category/scholarships/	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/category/scholarships/index.html	(from https://cse.noticebard.com/)
23:05:03	282347/282347	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Mar%202025%2017:34:57%20GMT	https://cse.noticebard.com/subscription-details/	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/subscription-details/index.html	(from https://cse.noticebard.com/)
23:05:03	30131/30131	---M--	200	added ('OK')	image/jpeg	etag:%2275b3-67e25ab9-f202f6;;;%22	https://cse.noticebard.com/wp-content/uploads/sites/23/2025/03/IDRBT-Summer-Internship-Programme-2025.jpg	C:/My%20Web%20Sites/noticebard/cse.noticebard.com/wp-content/uploads/sites/23/2025/03/IDRBT-Summer-Internship-Programme-2025.jpg	(from https://cse.noticebard.com/)
